Date,Open_SP,High_SP,Low_SP,Close_SP,Adj Close_SP,Volume_SP
5/16/06,1294.5,1297.880005,1288.51001,1292.079956,1292.079956,2386210000
5/17/06,1291.72998,1291.72998,1267.310059,1270.319946,1270.319946,2830200000
5/18/06,1270.25,1274.890015,1261.75,1261.810059,1261.810059,2537490000
5/19/06,1261.810059,1272.150024,1256.280029,1267.030029,1267.030029,2982300000
5/22/06,1267.030029,1268.77002,1252.97998,1262.069946,1262.069946,2773010000
5/23/06,1262.060059,1273.670044,1256.150024,1256.579956,1256.579956,2605250000
5/24/06,1256.560059,1264.530029,1245.339966,1258.569946,1258.569946,2999030000
5/25/06,1258.410034,1273.26001,1258.410034,1272.880005,1272.880005,2372730000
5/26/06,1272.709961,1280.540039,1272.5,1280.160034,1280.160034,1814020000
5/30/06,1280.040039,1280.040039,1259.869995,1259.869995,1259.869995,2176190000
5/31/06,1259.380005,1270.089966,1259.380005,1270.089966,1270.089966,2692160000
6/1/06,1270.050049,1285.709961,1269.189941,1285.709961,1285.709961,2360160000
6/2/06,1285.709961,1290.680054,1280.219971,1288.219971,1288.219971,2295540000
6/5/06,1288.160034,1288.160034,1264.660034,1265.290039,1265.290039,2313470000
6/6/06,1265.22998,1269.880005,1254.459961,1263.849976,1263.849976,2697650000
6/7/06,1263.609985,1272.469971,1255.77002,1256.150024,1256.150024,2644170000
6/8/06,1256.079956,1259.849976,1235.180054,1257.930054,1257.930054,3543790000
6/9/06,1257.930054,1262.579956,1250.030029,1252.300049,1252.300049,2214000000
6/12/06,1252.27002,1255.219971,1236.430054,1237.439941,1237.439941,2247010000
6/13/06,1236.079956,1243.369995,1222.52002,1223.689941,1223.689941,3215770000
6/14/06,1223.660034,1231.459961,1219.290039,1230.040039,1230.040039,2667990000
6/15/06,1230.01001,1258.640015,1230.01001,1256.160034,1256.160034,2775480000
6/16/06,1256.160034,1256.27002,1246.329956,1251.540039,1251.540039,2783390000
6/19/06,1251.540039,1255.930054,1237.170044,1240.130005,1240.130005,2517200000
6/20/06,1240.119995,1249.01001,1238.869995,1240.119995,1240.119995,2232950000
6/21/06,1240.089966,1257.959961,1240.089966,1252.199951,1252.199951,2361230000
6/22/06,1251.920044,1251.920044,1241.530029,1245.599976,1245.599976,2148180000
6/23/06,1245.589966,1253.130005,1241.430054,1244.5,1244.5,2017270000
6/26/06,1244.5,1250.920044,1243.680054,1250.560059,1250.560059,1878580000
6/27/06,1250.550049,1253.369995,1238.939941,1239.199951,1239.199951,2203130000
6/28/06,1238.98999,1247.060059,1237.589966,1246,1246,2085490000
6/29/06,1245.939941,1272.880005,1245.939941,1272.869995,1272.869995,2621250000
6/30/06,1272.859985,1276.300049,1270.199951,1270.199951,1270.199951,3049560000
7/3/06,1270.060059,1280.380005,1270.060059,1280.189941,1280.189941,1114470000
7/5/06,1280.050049,1280.050049,1265.910034,1270.910034,1270.910034,2165070000
7/6/06,1270.579956,1278.319946,1270.579956,1274.079956,1274.079956,2009160000
7/7/06,1274.079956,1275.380005,1263.130005,1265.47998,1265.47998,1988150000
7/10/06,1265.459961,1274.060059,1264.459961,1267.339966,1267.339966,1854590000
7/11/06,1267.26001,1273.640015,1259.650024,1272.430054,1272.430054,2310850000
7/12/06,1272.390015,1273.310059,1257.290039,1258.599976,1258.599976,2250450000
7/13/06,1258.579956,1258.579956,1241.430054,1242.280029,1242.280029,2545760000
7/14/06,1242.290039,1242.699951,1228.449951,1236.199951,1236.199951,2467120000
7/17/06,1236.199951,1240.069946,1231.48999,1234.48999,1234.48999,2146410000
7/18/06,1234.47998,1239.859985,1224.540039,1236.859985,1236.859985,2481750000
7/19/06,1236.73999,1261.810059,1236.73999,1259.810059,1259.810059,2701980000
7/20/06,1259.810059,1262.560059,1249.130005,1249.130005,1249.130005,2345580000
7/21/06,1249.119995,1250.959961,1238.719971,1240.290039,1240.290039,2704090000
7/24/06,1240.25,1262.5,1240.25,1260.910034,1260.910034,2312720000
7/25/06,1260.910034,1272.390015,1257.189941,1268.880005,1268.880005,2563930000
7/26/06,1268.869995,1273.890015,1261.939941,1268.400024,1268.400024,2667710000
7/27/06,1268.199951,1275.849976,1261.920044,1263.199951,1263.199951,2776710000
7/28/06,1263.150024,1280.420044,1263.150024,1278.550049,1278.550049,2480420000
7/31/06,1278.530029,1278.660034,1274.310059,1276.660034,1276.660034,2461300000
8/1/06,1278.530029,1278.660034,1265.709961,1270.920044,1270.920044,2527690000
8/2/06,1270.72998,1283.420044,1270.72998,1277.410034,1277.410034,2610750000
8/3/06,1278.219971,1283.959961,1271.25,1280.27002,1280.27002,2728440000
8/4/06,1280.26001,1292.920044,1273.819946,1279.359985,1279.359985,2530970000
8/7/06,1279.310059,1279.310059,1273,1275.77002,1275.77002,2045660000
8/8/06,1275.670044,1282.75,1268.369995,1271.47998,1271.47998,2457840000
8/9/06,1271.130005,1283.73999,1264.72998,1265.949951,1265.949951,2555180000
8/10/06,1265.719971,1272.550049,1261.300049,1271.810059,1271.810059,2402190000
8/11/06,1271.640015,1271.640015,1262.079956,1266.73999,1266.73999,2004540000
8/14/06,1266.670044,1278.900024,1266.670044,1268.209961,1268.209961,2118020000
8/15/06,1268.189941,1286.22998,1268.189941,1285.579956,1285.579956,2334100000
8/16/06,1285.27002,1296.209961,1285.27002,1295.430054,1295.430054,2554570000
8/17/06,1295.369995,1300.780029,1292.709961,1297.47998,1297.47998,2458340000
8/18/06,1297.47998,1302.300049,1293.569946,1302.300049,1302.300049,2033910000
8/21/06,1302.300049,1302.300049,1295.51001,1297.52002,1297.52002,1759240000
8/22/06,1297.52002,1302.48999,1294.439941,1298.819946,1298.819946,1908740000
8/23/06,1298.72998,1301.5,1289.819946,1292.98999,1292.98999,1893670000
8/24/06,1292.969971,1297.22998,1291.400024,1296.060059,1296.060059,1930320000
8/25/06,1295.920044,1298.880005,1292.390015,1295.089966,1295.089966,1667580000
8/28/06,1295.089966,1305.02002,1293.969971,1301.780029,1301.780029,1834920000
8/29/06,1301.569946,1305.02002,1295.290039,1304.280029,1304.280029,2093720000
8/30/06,1303.699951,1306.73999,1302.150024,1305.369995,1305.369995,2060690000
8/31/06,1304.25,1306.109985,1302.449951,1303.819946,1303.819946,1974540000
9/1/06,1303.800049,1312.030029,1303.800049,1311.01001,1311.01001,1800520000
9/5/06,1310.939941,1314.670044,1308.819946,1313.25,1313.25,2114480000
9/6/06,1313.040039,1313.040039,1299.280029,1300.26001,1300.26001,2329870000
9/7/06,1300.209961,1301.25,1292.130005,1294.02002,1294.02002,2325850000
9/8/06,1294.02002,1300.140015,1294.02002,1298.920044,1298.920044,2132890000
9/11/06,1298.859985,1302.359985,1290.930054,1299.540039,1299.540039,2506430000
9/12/06,1299.530029,1314.280029,1299.530029,1313,1313,2791580000
9/13/06,1312.73999,1319.920044,1311.119995,1318.069946,1318.069946,2597220000
9/14/06,1318,1318,1313.25,1316.280029,1316.280029,2351220000
9/15/06,1316.280029,1324.650024,1316.280029,1319.660034,1319.660034,3198030000
9/18/06,1319.849976,1324.869995,1318.160034,1321.180054,1321.180054,2325080000
9/19/06,1321.170044,1322.040039,1312.170044,1317.640015,1317.640015,2390850000
9/20/06,1318.280029,1328.530029,1318.280029,1325.180054,1325.180054,2543070000
9/21/06,1324.890015,1328.189941,1315.449951,1318.030029,1318.030029,2627440000
9/22/06,1318.030029,1318.030029,1310.939941,1314.780029,1314.780029,2162880000
9/25/06,1314.780029,1329.349976,1311.579956,1326.369995,1326.369995,2710240000
9/26/06,1326.349976,1336.599976,1325.300049,1336.349976,1336.349976,2673350000
9/27/06,1336.119995,1340.079956,1333.540039,1336.589966,1336.589966,2749190000
9/28/06,1336.560059,1340.280029,1333.75,1338.880005,1338.880005,2397820000
9/29/06,1339.150024,1339.880005,1335.640015,1335.849976,1335.849976,2273430000
10/2/06,1335.819946,1338.540039,1330.280029,1331.319946,1331.319946,2154480000
10/3/06,1331.319946,1338.310059,1327.099976,1334.109985,1334.109985,2682690000
10/4/06,1333.810059,1350.199951,1331.47998,1350.199951,1350.199951,3019880000
10/5/06,1349.839966,1353.790039,1347.75,1353.219971,1353.219971,2817240000
10/6/06,1353.219971,1353.219971,1344.209961,1349.589966,1349.589966,2523000000
10/9/06,1349.579956,1352.689941,1346.550049,1350.660034,1350.660034,1935170000
10/10/06,1350.619995,1354.22998,1348.599976,1353.420044,1353.420044,2376140000
10/11/06,1353.280029,1353.969971,1343.569946,1349.949951,1349.949951,2521000000
10/12/06,1349.939941,1363.76001,1349.939941,1362.829956,1362.829956,2514350000
10/13/06,1362.819946,1366.630005,1360.5,1365.619995,1365.619995,2482920000
10/16/06,1365.609985,1370.199951,1364.47998,1369.060059,1369.060059,2305920000
10/17/06,1369.050049,1369.050049,1356.869995,1364.050049,1364.050049,2519620000
10/18/06,1363.930054,1372.869995,1360.949951,1365.800049,1365.800049,2658840000
10/19/06,1365.949951,1368.089966,1362.060059,1366.959961,1366.959961,2619830000
10/20/06,1366.939941,1368.660034,1362.099976,1368.599976,1368.599976,2526410000
10/23/06,1368.579956,1377.400024,1363.939941,1377.02002,1377.02002,2480430000
10/24/06,1377.02002,1377.780029,1372.420044,1377.380005,1377.380005,2876890000
10/25/06,1377.359985,1383.609985,1376,1382.219971,1382.219971,2953540000
10/26/06,1382.209961,1389.449951,1379.469971,1389.079956,1389.079956,2793350000
10/27/06,1388.890015,1388.890015,1375.849976,1377.339966,1377.339966,2458450000
10/30/06,1377.300049,1381.219971,1373.459961,1377.930054,1377.930054,2770440000
10/31/06,1377.930054,1381.209961,1372.189941,1377.939941,1377.939941,2803030000
11/1/06,1377.76001,1381.949951,1366.26001,1367.810059,1367.810059,2821160000
11/2/06,1367.439941,1368.390015,1362.209961,1367.339966,1367.339966,2646180000
11/3/06,1367.310059,1371.680054,1360.97998,1364.300049,1364.300049,2419730000
11/6/06,1364.27002,1381.400024,1364.27002,1379.780029,1379.780029,2533550000
11/7/06,1379.75,1388.189941,1379.189941,1382.839966,1382.839966,2636390000
11/8/06,1382.5,1388.609985,1379.329956,1385.719971,1385.719971,2814820000
11/9/06,1385.430054,1388.920044,1377.310059,1378.329956,1378.329956,3012050000
11/10/06,1378.329956,1381.040039,1375.599976,1380.900024,1380.900024,2290200000
11/13/06,1380.579956,1387.609985,1378.800049,1384.420044,1384.420044,2386340000
11/14/06,1384.359985,1394.48999,1379.069946,1393.219971,1393.219971,3027480000
11/15/06,1392.910034,1401.349976,1392.130005,1396.569946,1396.569946,2831130000
11/16/06,1396.530029,1403.76001,1396.530029,1399.76001,1399.76001,2835730000
11/17/06,1399.76001,1401.209961,1394.550049,1401.199951,1401.199951,2726100000
11/20/06,1401.170044,1404.369995,1397.849976,1400.5,1400.5,2546710000
11/21/06,1400.430054,1403.48999,1399.98999,1402.810059,1402.810059,2597940000
11/22/06,1402.689941,1407.890015,1402.26001,1406.089966,1406.089966,2237710000
11/24/06,1405.939941,1405.939941,1399.25,1400.949951,1400.949951,832550000
11/27/06,1400.949951,1400.949951,1381.439941,1381.959961,1381.959961,2711210000
11/28/06,1381.609985,1387.910034,1377.829956,1386.719971,1386.719971,2639750000
11/29/06,1386.109985,1401.140015,1386.109985,1399.47998,1399.47998,2790970000
11/30/06,1399.469971,1406.300049,1393.829956,1400.630005,1400.630005,4006230000
12/1/06,1400.630005,1402.459961,1385.930054,1396.709961,1396.709961,2800980000
12/4/06,1396.670044,1411.22998,1396.670044,1409.119995,1409.119995,2766320000
12/5/06,1409.099976,1415.27002,1408.780029,1414.76001,1414.76001,2755700000
12/6/06,1414.400024,1415.930054,1411.050049,1412.900024,1412.900024,2725280000
12/7/06,1412.859985,1418.27002,1406.800049,1407.290039,1407.290039,2743150000
12/8/06,1407.27002,1414.089966,1403.670044,1409.839966,1409.839966,2440460000
12/11/06,1409.810059,1415.599976,1408.560059,1413.040039,1413.040039,2289900000
12/12/06,1413,1413.780029,1404.75,1411.560059,1411.560059,2738170000
12/13/06,1411.319946,1416.640015,1411.050049,1413.209961,1413.209961,2552260000
12/14/06,1413.160034,1427.22998,1413.160034,1425.48999,1425.48999,2729700000
12/15/06,1425.47998,1431.630005,1425.47998,1427.089966,1427.089966,3229580000
12/18/06,1427.079956,1431.810059,1420.650024,1422.47998,1422.47998,2568140000
12/19/06,1422.420044,1428.300049,1414.880005,1425.550049,1425.550049,2717060000
12/20/06,1425.51001,1429.050049,1423.51001,1423.530029,1423.530029,2387630000
12/21/06,1423.199951,1426.400024,1415.900024,1418.300049,1418.300049,2322410000
12/22/06,1418.099976,1418.819946,1410.280029,1410.76001,1410.76001,1647590000
12/26/06,1410.75,1417.910034,1410.449951,1416.900024,1416.900024,1310310000
12/27/06,1416.630005,1427.719971,1416.630005,1426.839966,1426.839966,1667370000
12/28/06,1426.77002,1427.26001,1422.050049,1424.72998,1424.72998,1508570000
12/29/06,1424.709961,1427,1416.839966,1418.300049,1418.300049,1678200000
1/3/07,1418.030029,1429.420044,1407.859985,1416.599976,1416.599976,3429160000
1/4/07,1416.599976,1421.839966,1408.430054,1418.339966,1418.339966,3004460000
1/5/07,1418.339966,1418.339966,1405.75,1409.709961,1409.709961,2919400000
1/8/07,1409.26001,1414.97998,1403.969971,1412.839966,1412.839966,2763340000
1/9/07,1412.839966,1415.609985,1405.420044,1412.109985,1412.109985,3038380000
1/10/07,1408.699951,1415.98999,1405.319946,1414.849976,1414.849976,2764660000
1/11/07,1414.839966,1427.119995,1414.839966,1423.819946,1423.819946,2857870000
1/12/07,1423.819946,1431.22998,1422.579956,1430.72998,1430.72998,2686480000
1/16/07,1430.72998,1433.930054,1428.619995,1431.900024,1431.900024,2599530000
1/17/07,1431.77002,1435.27002,1428.569946,1430.619995,1430.619995,2690270000
1/18/07,1430.589966,1432.959961,1424.209961,1426.369995,1426.369995,2822430000
1/19/07,1426.349976,1431.569946,1425.189941,1430.5,1430.5,2777480000
1/22/07,1430.469971,1431.390015,1420.400024,1422.949951,1422.949951,2540120000
1/23/07,1422.949951,1431.329956,1421.660034,1427.98999,1427.98999,2975070000
1/24/07,1427.959961,1440.140015,1427.959961,1440.130005,1440.130005,2783180000
1/25/07,1440.119995,1440.689941,1422.339966,1423.900024,1423.900024,2994330000
1/26/07,1423.900024,1427.27002,1416.959961,1422.180054,1422.180054,2626620000
1/29/07,1422.030029,1426.939941,1418.459961,1420.619995,1420.619995,2730480000
1/30/07,1420.609985,1428.819946,1420.609985,1428.819946,1428.819946,2706250000
1/31/07,1428.650024,1441.609985,1424.780029,1438.23999,1438.23999,2976690000
2/1/07,1437.900024,1446.640015,1437.900024,1445.939941,1445.939941,2914890000
2/2/07,1445.939941,1449.329956,1444.48999,1448.390015,1448.390015,2569450000
2/5/07,1448.329956,1449.380005,1443.849976,1446.98999,1446.98999,2439430000
2/6/07,1446.97998,1450.189941,1443.400024,1448,1448,2608710000
2/7/07,1447.410034,1452.98999,1446.439941,1450.02002,1450.02002,2618820000
2/8/07,1449.98999,1450.449951,1442.810059,1448.310059,1448.310059,2816180000
2/9/07,1448.25,1452.449951,1433.439941,1438.060059,1438.060059,2951810000
2/12/07,1438,1439.109985,1431.439941,1433.369995,1433.369995,2395680000
2/13/07,1433.219971,1444.410034,1433.219971,1444.26001,1444.26001,2652150000
2/14/07,1443.910034,1457.650024,1443.910034,1455.300049,1455.300049,2699290000
2/15/07,1455.150024,1457.969971,1453.189941,1456.810059,1456.810059,2490920000
2/16/07,1456.77002,1456.77002,1451.569946,1455.540039,1455.540039,2399450000
2/20/07,1455.530029,1460.530029,1449.199951,1459.680054,1459.680054,2337860000
2/21/07,1459.599976,1459.599976,1452.02002,1457.630005,1457.630005,2606980000
2/22/07,1457.290039,1461.569946,1450.51001,1456.380005,1456.380005,1950770000
2/23/07,1456.219971,1456.219971,1448.359985,1451.189941,1451.189941,2579950000
2/26/07,1451.040039,1456.949951,1445.47998,1449.369995,1449.369995,2822170000
2/27/07,1449.25,1449.25,1389.420044,1399.040039,1399.040039,4065230000
2/28/07,1398.640015,1415.890015,1396.650024,1406.819946,1406.819946,3925250000
3/1/07,1406.800049,1409.459961,1380.869995,1403.170044,1403.170044,3874910000
3/2/07,1403.160034,1403.400024,1386.869995,1387.170044,1387.170044,3312260000
3/5/07,1387.109985,1391.859985,1373.969971,1374.119995,1374.119995,3480520000
3/6/07,1374.060059,1397.900024,1374.060059,1395.410034,1395.410034,3358160000
3/7/07,1395.02002,1401.160034,1390.640015,1391.969971,1391.969971,3141350000
3/8/07,1391.880005,1407.930054,1391.880005,1401.890015,1401.890015,3014850000
3/9/07,1401.890015,1410.150024,1397.300049,1402.839966,1402.839966,2623050000
3/12/07,1402.800049,1409.339966,1398.400024,1406.599976,1406.599976,2664000000
3/13/07,1406.22998,1406.22998,1377.709961,1377.949951,1377.949951,3485570000
3/14/07,1377.859985,1388.089966,1363.97998,1387.170044,1387.170044,3758350000
3/15/07,1387.109985,1395.72998,1385.160034,1392.280029,1392.280029,2821900000
3/16/07,1392.280029,1397.51001,1383.630005,1386.949951,1386.949951,3393640000
3/19/07,1386.949951,1403.199951,1386.949951,1402.060059,1402.060059,2777180000
3/20/07,1402.040039,1411.530029,1400.699951,1410.939941,1410.939941,2795940000
3/21/07,1410.920044,1437.77002,1409.75,1435.040039,1435.040039,3184770000
3/22/07,1435.040039,1437.660034,1429.880005,1434.540039,1434.540039,3129970000
3/23/07,1434.540039,1438.890015,1433.209961,1436.109985,1436.109985,2619020000
3/26/07,1436.109985,1437.650024,1423.280029,1437.5,1437.5,2754660000
3/27/07,1437.48999,1437.48999,1425.540039,1428.609985,1428.609985,2673040000
3/28/07,1428.349976,1428.349976,1414.069946,1417.22998,1417.22998,3000440000
3/29/07,1417.170044,1426.23999,1413.27002,1422.530029,1422.530029,2854710000
3/30/07,1422.52002,1429.219971,1408.900024,1420.859985,1420.859985,2903960000
4/2/07,1420.829956,1425.48999,1416.369995,1424.550049,1424.550049,2875880000
4/3/07,1424.27002,1440.569946,1424.27002,1437.77002,1437.77002,2921760000
4/4/07,1437.75,1440.160034,1435.079956,1439.369995,1439.369995,2616320000
4/5/07,1438.939941,1444.880005,1436.670044,1443.76001,1443.76001,2357230000
4/9/07,1443.77002,1448.099976,1443.280029,1444.609985,1444.609985,2349410000
4/10/07,1444.579956,1448.72998,1443.98999,1448.390015,1448.390015,2510110000
4/11/07,1448.22998,1448.390015,1436.150024,1438.869995,1438.869995,2950190000
4/12/07,1438.869995,1448.02002,1433.910034,1447.800049,1447.800049,2770570000
4/13/07,1447.800049,1453.109985,1444.150024,1452.849976,1452.849976,2690020000
4/16/07,1452.839966,1468.619995,1452.839966,1468.329956,1468.329956,2870140000
4/17/07,1468.469971,1474.349976,1467.150024,1471.47998,1471.47998,2920570000
4/18/07,1471.469971,1476.569946,1466.410034,1472.5,1472.5,2971330000
4/19/07,1472.47998,1474.22998,1464.469971,1470.72998,1470.72998,2913610000
4/20/07,1470.689941,1484.73999,1470.689941,1484.349976,1484.349976,3329940000
4/23/07,1484.329956,1487.319946,1480.189941,1480.930054,1480.930054,2575020000
4/24/07,1480.930054,1483.819946,1473.73999,1480.410034,1480.410034,3119750000
4/25/07,1480.280029,1496.589966,1480.280029,1495.420044,1495.420044,3252590000
4/26/07,1495.27002,1498.02002,1491.170044,1494.25,1494.25,3211800000
4/27/07,1494.209961,1497.319946,1488.670044,1494.069946,1494.069946,2732810000
